code,description
"int main(int argc, char **argv)
{
  // velicina prostora po x, y i z
  const double a = 3.0;
  const double b = 2.0;
  const double c = 1.0;
  const double h = 0.001;       // vremenski interval između dva uzastopna stanja cestice tokom simulacije
  // broj tacaka po svakoj dimenziji
  const int ni = 16;
  const int nj = 11;
  const int nk = 6;

  const double stepsz = sqrt(DIMENSIONS * h);      // velicina koraka kojim se cestica pomera u svakom koraku

  if (argc < 3)
  {
    printf(""Invalid number of arguments passed.\n"");
    return 1;
  }

  // index of function
  const int func = atoi(argv[1]);
  
  // numer of walks per point
  const int N = atoi(argv[2]);

  printf(""TEST: func=%d, N=%d, num_threads=%ld\n"", func, N, get_num_threads());
  double wtime = omp_get_wtime();
  double err = FUNCS[func](a, b, c, h, stepsz, ni, nj, nk, N);
  wtime = omp_get_wtime() - wtime;
  printf(""%d    %lf    %lf\n"", N, err, wtime);
  printf(""TEST END\n"");

  return 0;
}","Function Name: main
Parameters: int argc, char **argv
Description: This function returns a int and performs general computation."
"double potential(double a, double b, double c, double x, double y, double z)
{
    return 2.0 * (pow(x / a / a, 2) + pow(y / b / b, 2) + pow(z / c / c, 2)) +
           1.0 / a / a + 1.0 / b / b + 1.0 / c / c;
}","Function Name: potential
Parameters: double a, double b, double c, double x, double y, double z
Description: This function returns a double and performs general computation."
"double r8_uniform_01(int *seed)
{
    int k = *seed / 127773;
    *seed = 16807 * (*seed - k * 127773) - k * 2836;
    if (*seed < 0)
        *seed += 2147483647;
    return (double)(*seed) * 4.656612875E-10;
}","Function Name: r8_uniform_01
Parameters: int *seed
Description: This function returns a double and performs general computation."
"double feynman_pthreads(double a, double b, double c, int ni, int nj, int nk, int N)
{
    int n_inside = 0;

    for (int i = 1; i <= ni; i++) 
    {
        for (int j = 1; j <= nj; j++) 
        {
            for (int k = 1; k <= nk; k++) 
            {
                double x = ((double)(ni - i) * (-a) + (double)(i - 1) * a) / (double)(ni - 1);
                double y = ((double)(nj - j) * (-b) + (double)(j - 1) * b) / (double)(nj - 1);
                double z = ((double)(nk - k) * (-c) + (double)(k - 1) * c) / (double)(nk - 1);
                double chk = pow(x / a, 2) + pow(y / b, 2) + pow(z / c, 2);
                w_exact[i][j][k] = 0.0;
                wt[i][j][k] = 0.0;

                if (1.0 < chk)
                    continue;

                n_inside++;
                w_exact[i][j][k] = exp(pow(x / a, 2) + pow(y / b, 2) + pow(z / c, 2) - 1.0);

                pthread_t threads[num_threads];
                trial_arg_t args[num_threads];
                int trials_per_thread = N / num_threads;
                int remainder = N % num_threads;
                int current = 0;

                for (int t = 0; t < num_threads; t++) 
                {
                    int start = current;
                    int count = trials_per_thread + (t < remainder ? 1 : 0);
                    int end = start + count;
                    current = end;

                    args[t].i = i;
                    args[t].j = j;
                    args[t].k = k;
                    args[t].x0 = x;
                    args[t].y0 = y;
                    args[t].z0 = z;
                    args[t].start_trial = start;
                    args[t].end_trial = end;

                    pthread_create(&threads[t], NULL, trial_worker, &args[t]);
                }

                for (int t = 0; t < num_threads; t++) 
                {
                    pthread_join(threads[t], NULL);
                }
            }
        }
    }

    double err = 0.0;
    for (int i = 0; i <= NI; ++i)
        for (int j = 0; j <= NJ; ++j)
            for (int k = 0; k <= NK; ++k)
                if (w_exact[i][j][k] != 0.0)
                    err += pow(w_exact[i][j][k] - (wt[i][j][k] / (double)(N)), 2);

    return sqrt(err / (double)(n_inside));
}","Function Name: feynman_pthreads
Parameters: double a, double b, double c, int ni, int nj, int nk, int N
Description: This function returns a double and performs general computation."
"int main(int argc, char **argv)
{
    if (argc < 2)
    {
        printf(""Invalid number of arguments passed.\n"");
        return 1;
    }

    const int N = atoi(argv[1]);
    num_threads = get_num_threads();

    stepsz = sqrt(3 * h);
    pthread_mutex_init(&wt_mutex, NULL);

    printf(""TEST: N=%d, num_threads=%d\n"", N, num_threads);
    double wtime = omp_get_wtime();
    double err = feynman_pthreads(a, b, c, ni, nj, nk, N);
    wtime = omp_get_wtime() - wtime;
    printf(""%d    %lf    %lf\n"", N, err, wtime);
    printf(""TEST END\n"");

    pthread_mutex_destroy(&wt_mutex);

    return 0;
}","Function Name: main
Parameters: int argc, char **argv
Description: This function returns a int and performs general computation."
"void dfill(int n, double val, double a[], int ia)
{
    for (int i = 0; i < (n - 1) * ia + 1; i += ia)
    {
        a[i] = val;
    }
}","Function Name: dfill
Parameters: int n, double val, double a[], int ia
Description: This function returns a void and performs general computation."
"void domove(int n3, double x[], double vh[], double f[], double side)
{
    for (int i = 0; i < n3; i++)
    {
        x[i] += vh[i] + f[i];
        // Periodic boundary conditions
        if (x[i] < 0.0)
            x[i] += side;
        if (x[i] > side)
            x[i] -= side;
        // Partial velocity updates
        vh[i] += f[i];
        // Initialise forces for the next iteration
        f[i] = 0.0;
    }
}","Function Name: domove
Parameters: int n3, double x[], double vh[], double f[], double side
Description: This function returns a void and performs general computation."
"void dscal(int n, double sa, double sx[], int incx)
{
    if (incx == 1)
    {
        for (int i = 0; i < n; i++)
            sx[i] *= sa;
    }
    else
    {
        int j = 0;
        for (int i = 0; i < n; i++)
        {
            sx[j] *= sa;
            j += incx;
        }
    }
}","Function Name: dscal
Parameters: int n, double sa, double sx[], int incx
Description: This function returns a void and performs general computation."
"void fcc(double x[], int mm, double a)
{
    int ijk = 0;

    for (int lg = 0; lg < 2; lg++)
        for (int i = 0; i < mm; i++)
            for (int j = 0; j < mm; j++)
                for (int k = 0; k < mm; k++)
                {
                    x[ijk] = i * a + lg * a * 0.5;
                    x[ijk + 1] = j * a + lg * a * 0.5;
                    x[ijk + 2] = k * a;
                    ijk += 3;
                }

    for (int lg = 1; lg < 3; lg++)
        for (int i = 0; i < mm; i++)
            for (int j = 0; j < mm; j++)
                for (int k = 0; k < mm; k++)
                {
                    x[ijk] = i * a + (2 - lg) * a * 0.5;
                    x[ijk + 1] = j * a + (lg - 1) * a * 0.5;
                    x[ijk + 2] = k * a + a * 0.5;
                    ijk += 3;
                }
}","Function Name: fcc
Parameters: double x[], int mm, double a
Description: This function returns a void and performs general computation."
"void forces(int npart, double x[], double f[], double side, double rcoff)
{
    vir = 0.0;
    epot = 0.0;
    double sideh = 0.5 * side;
    double rcoffs = rcoff * rcoff;

#pragma omp parallel for collapse(2) default(none) shared(npart, x, f, side, sideh, rcoffs) reduction(+                  \
                                                                                                      : vir) reduction(+ \
                                                                                                                       : epot)
    for (int i = 0; i < npart * 3; i += 3)
    {
        for (int j = i + 3; j < npart * 3; j += 3)
        {
            double xx = x[i] - x[j];
            double yy = x[i + 1] - x[j + 1];
            double zz = x[i + 2] - x[j + 2];
            if (xx < -sideh)
                xx += side;
            if (xx > sideh)
                xx -= side;
            if (yy < -sideh)
                yy += side;
            if (yy > sideh)
                yy -= side;
            if (zz < -sideh)
                zz += side;
            if (zz > sideh)
                zz -= side;
            double rd = xx * xx + yy * yy + zz * zz;

            if (rd <= rcoffs)
            {
                double rrd = 1.0 / rd;
                double rrd2 = rrd * rrd;
                double rrd3 = rrd2 * rrd;
                double rrd4 = rrd2 * rrd2;
                double rrd6 = rrd2 * rrd4;
                double rrd7 = rrd6 * rrd;
                epot += rrd6 - rrd3;
                double r148 = rrd7 - 0.5 * rrd4;
                vir -= rd * r148;
                double forcex = xx * r148;
                double forcey = yy * r148;
                double forcez = zz * r148;
#pragma omp atomic
                f[i] += forcex;
#pragma omp atomic
                f[j] -= forcex;
#pragma omp atomic
                f[i + 1] += forcey;
#pragma omp atomic
                f[j + 1] -= forcey;
#pragma omp atomic
                f[i + 2] += forcez;
#pragma omp atomic
                f[j + 2] -= forcez;
            }
        }
    }
}","Function Name: forces
Parameters: int npart, double x[], double f[], double side, double rcoff
Description: This function returns a void and performs general computation."
"double mkekin(int npart, double f[], double vh[], double hsq2, double hsq)
{
    double sum = 0.0;

    for (int i = 0; i < 3 * npart; i++)
    {
        f[i] *= hsq2;
        vh[i] += f[i];
        sum += vh[i] * vh[i];
    }

    return sum / hsq;
}","Function Name: mkekin
Parameters: int npart, double f[], double vh[], double hsq2, double hsq
Description: This function returns a double and performs general computation."
"void mxwell(double vh[], int n3, double h, double tref)
{
    int npart = n3 / 3;
    double ekin = 0.0;
    double sp = 0.0;

    srand48(4711);
    double tscale = 16.0 / ((double)npart - 1.0);

    for (int i = 0; i < n3; i += 2)
    {
        double v1;
        double v2;
        double s = 2.0;
        while (s >= 1.0)
        {
            v1 = 2.0 * drand48() - 1.0;
            v2 = 2.0 * drand48() - 1.0;
            s = v1 * v1 + v2 * v2;
        }
        double r = sqrt(-2.0 * log(s) / s);
        vh[i] = v1 * r;
        vh[i + 1] = v2 * r;
    }

    for (int i = 0; i < n3; i += 3)
        sp += vh[i];
    sp /= (double)npart;
    for (int i = 0; i < n3; i += 3)
    {
        vh[i] -= sp;
        ekin += vh[i] * vh[i];
    }

    sp = 0.0;
    for (int i = 1; i < n3; i += 3)
        sp += vh[i];
    sp /= (double)npart;
    for (int i = 1; i < n3; i += 3)
    {
        vh[i] -= sp;
        ekin += vh[i] * vh[i];
    }

    sp = 0.0;
    for (int i = 2; i < n3; i += 3)
        sp += vh[i];
    sp /= (double)npart;
    for (int i = 2; i < n3; i += 3)
    {
        vh[i] -= sp;
        ekin += vh[i] * vh[i];
    }

    double sc = h * sqrt(tref / (tscale * ekin));
    for (int i = 0; i < n3; i++)
        vh[i] *= sc;
}","Function Name: mxwell
Parameters: double vh[], int n3, double h, double tref
Description: This function returns a void and performs general computation."
"void prnout(int move, double ekin, double epot, double tscale, double vir, double vel, double count, int npart, double den)
{
    double ek = 24.0 * ekin;
    epot *= 4.0;
    double etot = ek + epot;
    double temp = tscale * ekin;
    double pres = den * 16.0 * (ekin - vir) / (double)npart;
    vel /= (double)npart;
    double rp = (count / (double)npart) * 100.0;
    printf("" %6d%12.4f%12.4f%12.4f%10.4f%10.4f%10.4f%6.1f\n"", move, ek, epot, etot, temp, pres, vel, rp);
}","Function Name: prnout
Parameters: int move, double ekin, double epot, double tscale, double vir, double vel, double count, int npart, double den
Description: This function returns a void and performs general computation."
"double velavg(int npart, double vh[], double vaver, double h)
{
    double vaverh = vaver * h;
    double vel = 0.0;

    count = 0.0;
    for (int i = 0; i < npart * 3; i += 3)
    {
        double sq = sqrt(vh[i] * vh[i] + vh[i + 1] * vh[i + 1] + vh[i + 2] * vh[i + 2]);
        if (sq > vaverh)
            count++;
        vel += sq;
    }
    vel /= h;

    return vel;
}","Function Name: velavg
Parameters: int npart, double vh[], double vaver, double h
Description: This function returns a double and performs general computation."
"int main(void)
{
    double x[NPART * 3];
    double vh[NPART * 3];
    double f[NPART * 3];

    double den = 0.83134;
    double side = pow((double)NPART / den, 0.3333333);
    double tref = 0.722;
    double rcoff = (double)MM / 4.0;
    double h = 0.064;
    int irep = 10;
    int istop = 20;
    int movemx = 20;

    double a = side / (double)MM;
    double hsq = h * h;
    double hsq2 = hsq * 0.5;
    double tscale = 16.0 / ((double)NPART - 1.0);
    double vaver = 1.13 * sqrt(tref / 24.0);

    printf(""TEST: num_threads=%ld\n"", get_num_threads());

    // Generate fcc lattice for atoms inside box
    fcc(x, MM, a);
    // Initialize velocities and forces (which are zero in fcc positions)
    mxwell(vh, 3 * NPART, h, tref);
    dfill(3 * NPART, 0.0, f, 1);

    double time = 0.0;

    for (int move = 1; move <= movemx; ++move)
    {
        double start = omp_get_wtime();
        // Move the particles and partially update velocities
        domove(3 * NPART, x, vh, f, side);
        // Compute forces in the new positions and accumulate the virial
        // and potential energy.
        forces(NPART, x, f, side, rcoff);
        // Scale forces, complete update of velocities and compute k.e.
        double ekin = mkekin(NPART, f, vh, hsq2, hsq);
        // Average the velocity and temperature scale if desired
        double vel = velavg(NPART, vh, vaver, h);
        if (move < istop && fmod(move, irep) == 0)
        {
            double sc = sqrt(tref / (tscale * ekin));
            dscal(3 * NPART, sc, vh, 1);
            ekin = tref / tscale;
        }
        time += omp_get_wtime() - start;
        prnout(move, ekin, epot, tscale, vir, vel, count, NPART, den);
    }

    printf(""%d    %lf\n"", movemx, time);

    return 0;
}","Function Name: main
Parameters: void
Description: This function returns a int and performs general computation."
"#include <stdlib.h>
#include <stdio.h>
#include <math.h>
#include <time.h>
#include <omp.h>
#include ""util.h""
double cpu_time(void)
{
  double value;
  // Calls the C standard function clock(), which returns the number of processor clock ticks since the start of the program’s execution.
  // That number is then divided by CLOCKS_PER_SEC (a constant that indicates how many clock ticks occur in one second).
  value = (double)clock() / (double)CLOCKS_PER_SEC;

  return value;
}","Function Name: cpu_time
Parameters: void
Description: This function returns a double and performs general computation."
"void timestamp(void)
{
#define TIME_SIZE 40

  static char time_buffer[TIME_SIZE];
  const struct tm *tm;
  time_t now;

  now = time(NULL);
  tm = localtime(&now);

  strftime(time_buffer, TIME_SIZE, ""%d %B %Y %I:%M:%S %p"", tm);

  printf(""%s\n"", time_buffer);

  return;
#undef TIME_SIZE    //  allows the size of the array to be determined within the function, while avoiding the global use of the macro afterward
}","Function Name: timestamp
Parameters: void
Description: This function returns a void and performs general computation."
"int prime_number_1(int n)
{
  int total = 0;

#pragma omp parallel default(none) shared(n) \
                                   reduction(+ : total)
{
  int num_threads = omp_get_num_threads();
  int thread_id = omp_get_thread_num();

  for (int i = 2 + thread_id; i <= n; i += num_threads)
  {
    int found = 1;
    for (int j = 2; j < i; j++)
    {
      if ((i % j) == 0)
      {
        found = 0;
        break;
      }
    }
    total = total + found;
  }
} // parallel
  return total;
}","Function Name: prime_number_1
Parameters: int n
Description: This function returns a int and performs general computation."
"int prime_number_2(int n)
{
  int total = 0;

#pragma omp parallel default(none) shared(n) \
                                   reduction(+ : total)
{

// schedule can be set to 2, because check for even numbers is much faster
#pragma omp for schedule(static, 1)
  for (int i = 2; i <= n; i++)
  {
    int found = 1;
    for (int j = 2; j < i; j++)
    {
      if ((i % j) == 0)
      {
        found = 0;
        break;
      }
    }
    total = total + found;
  }
} // parallel
  return total;
}","Function Name: prime_number_2
Parameters: int n
Description: This function returns a int and performs general computation."
void test(int (*func);,"Function Name: test
Parameters: int (*func
Description: This function returns a void and performs general computation."
"int main(int argc, char *argv[])
{
  // 'func' determines which prime number counting function to use for the test.
  // 'lo' is the starting value of N for the prime number test.
  // 'hi' is the maximum value up to which the prime number test will run.
  // 'factor' is the multiplier used to increase 'N' after each iteration of the test.
  int func = 0;
  int factor;
  int hi;
  int lo;

  // timestamp();
  // printf(""\n"");
  // printf(""PRIME TEST\n"");

  if (argc != 5)
  {
    func = 0;
    lo = 1;
    hi = 131072;
    factor = 2;
  }
  else
  {
    func = atoi(argv[1]);
    lo = atoi(argv[2]);
    hi = atoi(argv[3]);
    factor = atoi(argv[4]);
  }

  printf(""TEST: func=%d, lo=%d, hi=%d, factor=%d, num_threads=%ld\n"", func, lo, hi, factor, get_num_threads());
  test(FUNCS[func], lo, hi, factor);


  // printf(""\n"");
  // printf(""PRIME_TEST\n"");
  // printf(""  Normal end of execution.\n"");
  // timestamp();

  return 0;
}","Function Name: main
Parameters: int argc, char *argv[]
Description: This function returns a int and performs general computation."
"long get_num_threads(void)
{
    // Get the number of available logical CPU cores on the system
    long num_threads = sysconf(_SC_NPROCESSORS_ONLN);

    // Check if the environment variable 'OMP_NUM_THREADS' is set (exported)
    char* num_threads_str = getenv(""OMP_NUM_THREADS"");

    // If the environment variable is set, convert its value from string to long
    if (num_threads_str != NULL)
    {
        num_threads = atol(num_threads_str);
    }

    return num_threads;
}","Function Name: get_num_threads
Parameters: void
Description: This function returns a long and performs general computation."
"void star( double *a, double *b, double *c, int n, int *ioff )
{
   int i;
   #pragma omp simd
   for ( i = 0; i < n; i++ )
      a[i] *= b[i] * c[i+ *ioff];
}",
"double add1(double a, double b, double fact)
{
   double c;
   c = a + b + fact;
   return c;
}",
"double add2(double *a, double *b, int i, double fact)
{
   double c;
   c = a[i] + b[i] + fact;
   return c;
}",
"double add3(double *a, double *b, double fact)
{
   double c;
   c = *a + *b + fact;
   return c;
}",
"void work( double *a, double *b, int n )
{
   int i;
   double tmp;
   #pragma omp simd private(tmp)
   for ( i = 0; i < n; i++ ) {
      tmp  = add1( a[i],  b[i], 1.0);
      a[i] = add2( a,     b, i, 1.0) + tmp;
      a[i] = add3(&a[i], &b[i], 1.0);
   }
}",
"int main(){
   int i;
   const int N=32;
   double a[N], b[N];
 
   for ( i=0; i<N; i++ ) {
      a[i] = i; b[i] = N-i;
   }
 
   work(a, b, N );
 
   for ( i=0; i<N; i++ ) {
      printf(""%d %f\n"", i, a[i]);
   }

   return 0;
}",
"double work( double *a, double *b, int n )
{
   int i;
   double tmp, sum;
   sum = 0.0;
   #pragma omp simd private(tmp) reduction(+:sum)
   for (i = 0; i < n; i++) {
      tmp = a[i] + b[i];
      sum += tmp;
   }
   return sum;
}",
"void work( float *b, int n, int m )
{
   int i;
   #pragma omp simd safelen(16)
   for (i = m; i < n; i++)
      b[i] = b[i-m] - 1.0f;
}",
"void work( double **a, double **b, double **c, int n )
{
   int i, j;
   double tmp;
   #pragma omp for simd collapse(2) private(tmp)
   for (i = 0; i < n; i++) {
      for (j = 0; j < n; j++) {
         tmp = a[i][j] + b[i][j];
         c[i][j] = tmp;
      }
   }
}",
"int foo(int *p){
  *p = *p + 10;
  return *p;
}",
"int myaddint(int *a, int *b, int n)
{
#pragma omp simd
  for (int i=0; i<n; i++){
      a[i]  = foo(&b[i]);  /* foo is not called under a condition */
  }
  return a[n-1];
}",
"float goo(float *p){
  *p = *p + 18.5f;
  return *p;
}",
"int myaddfloat(float *x, float *y, int n)
{
#pragma omp simd
  for (int i=0; i<n; i++){
     x[i] = (x[i] > y[i]) ? goo(&y[i]) : y[i];
       /* goo is called under the condition (or within a branch) */
  }
  return x[n-1];
}",
"int fib( int n )
{
   if (n <= 1)
      return n;
   else {
      return fib(n-1) + fib(n-2);
   }
}",
"int main(void)
{
   int i;

   #pragma omp simd
   for (i=0; i < N; i++) b[i] = i;

   #pragma omp simd
   for (i=0; i < N; i++) {
      a[i] = fib(b[i]);
   }
   printf(""Done a[%d] = %d\n"", N-1, a[N-1]); //Done a[44] = 701408733
   return 0;
}",
"float do_work(float *arr)
{
  float pri;
  int i;
#pragma omp simd lastprivate(pri)
  for (i = 0; i < 999; ++i) {
    int j = P[i];
 
    pri = 0.5f;
    if (j % 2 == 0) {
      pri = A[j+1] + arr[i];
    }
    A[j] = pri * 1.5f;
    pri = pri + A[j];
  }
  return pri;
}",
"int main(void)
{
  float pri, arr[1000];
  int i;
 
  for (i = 0; i < 1000; ++i) {
     P[i]   = i;
     A[i]   = i * 1.5f;
     arr[i] = i * 1.8f;
  }
  pri = do_work(&arr[0]);
  if (pri == 8237.25) {
    printf(""passed: result pri = %7.2f (8237.25) \n"", pri);
  }
  else {
    printf(""failed: result pri = %7.2f (8237.25) \n"", pri);
  }
  return 0;
}",
"void add_one2(int& p)
{
   p += 1;
}",
"int main(void)
{
   int i;
   int* p = a;

   for (i = 0; i < NN; i++) {
      a[i] = i;
   }

#pragma omp simd linear(p) simdlen(8)
   for (i = 0; i < NN; i++) {
      int& k = *p;
      add_one2(k);
      add_one2(a[i]);
      p++;
   }

   for (i = 0; i < NN; i++) {
      if (a[i] != i+2) {
         printf(""failed\n"");
         return 1;
      }
   }
   printf(""passed\n"");
   return 0;
}",
"void add_one2(int& p, const int& i)
{
   p += i;
}",
"int main(void)
{
   int i;
   int* p = a;

   for (i = 0; i < NN; i++) {
      a[i] = i;
   }

   #pragma omp simd linear(p)
   for (i = 0; i < NN; i++) {
      int& k = *p;
      add_one2(k, i);
      p++;
   }

   for (i = 0; i < NN; i++) {
      if (a[i] != i*2) {
         printf(""failed\n"");
         return 1;
      }
   }
   printf(""passed\n"");
   return 0;
}",
"double func(double x[], double y[], int i)
{
   return (x[i] + y[i]);
}",
"int main(void)
{
   double x[N], y[N], z1[N], z2;
   int i, k;

   for (i = 0; i < N; i++) {
      x[i] = (double)i;
      y[i] = (double)i*2;
   }

   k = 0;
#pragma omp simd linear(k)
   for (i = 0; i < N; i++) {
      z1[i] = func(x, y, k);
      k++;
   }
 
   for (i = 0; i < N; i++) {
      z2 = (double)(i + i*2);
      if (z1[i] != z2) {
         printf(""failed\n"");
         return 1;
      }
   }
   printf(""passed\n"");
   return 0;
}",
"int main() 
{

#pragma omp parallel proc_bind(spread) num_threads(4)
   {
      work();
   }

   return 0;

}",
"void foo()
{
  #pragma omp parallel num_threads(16) proc_bind(spread)
  {
    work();
  }
}",
"int main()
{
#pragma omp parallel proc_bind(close) num_threads(4)
   {
      work();
   }
   return 0;
}",
"void foo()
{
  #pragma omp parallel num_threads(16) proc_bind(close)
  {
    work();
  }
}",
"int main()
{
#pragma omp parallel proc_bind(primary) num_threads(4)
   {
      work();
   }
   return 0;
}",
"void task_affinity(double *A, int N)
{
   double * B;
   #pragma omp task depend(out:B) shared(B) affinity(A[0:N])
   {
     B = alloc_init_B(A,N);
   }

   #pragma omp task depend( in:B) shared(B) affinity(A[0:N])
   {
     compute_on_B(B,N);
   }

   #pragma omp taskwait
}",
"int main(void){                  //MAX threads = 8, single socket system

   //API call-- Displays Affinity of Primary Thread
   omp_display_affinity(NULL);

   // API CALL OUTPUT (default format):
   // team_num= 0, nesting_level= 0, thread_num= 0,
   // thread_affinity= 0,1,2,3,4,5,6,7

   // OMP_DISPLAY_AFFINITY=TRUE, OMP_NUM_THREADS=8
   #pragma omp parallel num_threads(omp_get_num_procs())
   {
     if(omp_get_thread_num()==0)
        printf(""1st Parallel Region -- Affinity Reported \n"");

   // DISPLAY OUTPUT (default format) has been sorted:
   // team_num= 0, nesting_level= 1, thread_num= 0, thread_affinity= 0
   // team_num= 0, nesting_level= 1, thread_num= 1, thread_affinity= 1
   // ...
   // team_num= 0, nesting_level= 1, thread_num= 7, thread_affinity= 7

      // doing work here
   }

   #pragma omp parallel num_threads( omp_get_num_procs() )
   {
      if(omp_get_thread_num()==0)
         printf(""%s%s\n"",""Same Affinity as in Previous Parallel Region"",
                         "" -- no Affinity Reported\n"");

   // NO AFFINITY OUTPUT:
   //(output in 1st parallel region only for OMP_DISPLAY_AFFINITY=TRUE)

      // doing more work here
   }

   // Report Affinity for 1/2 number of threads
   #pragma omp parallel num_threads( omp_get_num_procs()/2 )
   {
     if(omp_get_thread_num()==0)
        printf(""Report Affinity for using 1/2 of max threads.\n"");

   // DISPLAY OUTPUT (default format) has been sorted:
   // team_num= 0, nesting_level= 1, thread_num= 0, thread_affinity= 0,1
   // team_num= 0, nesting_level= 1, thread_num= 1, thread_affinity= 2,3
   // team_num= 0, nesting_level= 1, thread_num= 2, thread_affinity= 4,5
   // team_num= 0, nesting_level= 1, thread_num= 3, thread_affinity= 6,7

     // do work
   }

   return 0;
}",
"int main(void)
{
   int n_sockets, socket_num, n_thrds_on_socket;

   omp_set_nested(1);            // or env var= OMP_NESTED=true
   omp_set_max_active_levels(2); // or env var= OMP_MAX_ACTIVE_LEVELS=2

   n_sockets         = omp_get_num_places();
   n_thrds_on_socket = omp_get_place_num_procs(0);

// OMP_NUM_THREADS=2,4
// OMP_PLACES=""{0,2,4,6},{1,3,5,7}""  #2 sockets; even/odd proc-ids
// OMP_AFFINITY_FORMAT=\
// ""nest_level= %L, parent_thrd_num= %a, thrd_num= %n, thrd_affinity= %A""

   #pragma omp parallel num_threads(n_sockets) private(socket_num)
   {
      socket_num = omp_get_place_num();

      if(socket_num==0)
         printf("" LEVEL 1 AFFINITIES 1 thread/socket, %d sockets:\n\n"",
                n_sockets);

      // not needed if OMP_DISPLAY_AFFINITY=TRUE
      omp_display_affinity(NULL);

// OUTPUT:
// LEVEL 1 AFFINITIES 1 thread/socket, 2 sockets:
// nest_level= 1, parent_thrd_num= 0, thrd_num= 0, thrd_affinity= 0,2,4,6
// nest_level= 1, parent_thrd_num= 0, thrd_num= 1, thrd_affinity= 1,3,5,7

      socket_work(socket_num, n_thrds_on_socket);
   }

 return 0;
}",
"void socket_work(int socket_num, int n_thrds)
{
   #pragma omp parallel num_threads(n_thrds)
   {
      if(omp_get_thread_num()==0)
         printf("" LEVEL 2 AFFINITIES, %d threads on socket %d\n"",
                n_thrds, socket_num);

      // not needed if OMP_DISPLAY_AFFINITY=TRUE
      omp_display_affinity(NULL);

 // OUTPUT:
 // LEVEL 2 AFFINITIES, 4 threads on socket 0
 // nest_level= 2, parent_thrd_num= 0, thrd_num= 0, thrd_affinity= 0
 // nest_level= 2, parent_thrd_num= 0, thrd_num= 1, thrd_affinity= 2
 // nest_level= 2, parent_thrd_num= 0, thrd_num= 2, thrd_affinity= 4
 // nest_level= 2, parent_thrd_num= 0, thrd_num= 3, thrd_affinity= 6

 // LEVEL 2 AFFINITIES, 4 threads on socket 1
 // nest_level= 2, parent_thrd_num= 1, thrd_num= 0, thrd_affinity= 1
 // nest_level= 2, parent_thrd_num= 1, thrd_num= 1, thrd_affinity= 3
 // nest_level= 2, parent_thrd_num= 1, thrd_num= 2, thrd_affinity= 5
 // nest_level= 2, parent_thrd_num= 1, thrd_num= 3, thrd_affinity= 7

    // ... Do Some work on Socket
   }
}",
"int main(void){

   int i, n, thrd_num, max_req_store;
   size_t nchars;

   char default_format[FORMAT_STORE];
   char my_format[]  = ""host=%20H thrd_num=%0.4n binds_to=%A"";
   char **buffer;


   // CODE SEGMENT 1         AFFINITY FORMAT

   // Get and Display Default Affinity Format

   nchars = omp_get_affinity_format(default_format,(size_t)FORMAT_STORE);
   printf(""Default Affinity Format is: %s\n"",default_format);

   if(nchars >= FORMAT_STORE){
      printf(""Caution: Reported Format is truncated.  Increase\n"");
      printf(""         FORMAT_STORE to %d.\n"", nchars+1);
   }

   // Set Affinity Format

   omp_set_affinity_format(my_format);
   printf(""Affinity Format set to: %s\n"",my_format);


   // CODE SEGMENT 2         CAPTURE AFFINITY

   // Set up buffer for affinity of n threads

   n = omp_get_num_procs();
   buffer = (char **)malloc( sizeof(char *) * n );
   for(i=0;i<n;i++){
      buffer[i]=(char *)malloc( sizeof(char) * BUFFER_STORE);
   }

   // Capture Affinity using Affinity Format set above.
   // Use max reduction to check size of buffer areas
   max_req_store = 0;
   #pragma omp parallel private(thrd_num,nchars) \
                        reduction(max:max_req_store)
   {
      //safety: don't exceed # of buffers
      if(omp_get_num_threads()>n) exit(1);

      thrd_num=omp_get_thread_num();
      nchars=omp_capture_affinity(buffer[thrd_num],
                                  (size_t)BUFFER_STORE,NULL);
      if(nchars > max_req_store) max_req_store=nchars;

      // ...
   }

   for(i=0;i<n;i++){
      printf(""thrd_num= %d, affinity: %s\n"", i,buffer[i]);
   }
      // For 4 threads with OMP_PLACES='{0,1},{2,3},{4,5},{6,7}'
      // Format    host=%20H thrd_num=%0.4n binds_to=%A

      // affinity: host=hpc.cn567            thrd_num=0000 binds_to=0,1
      // affinity: host=hpc.cn567            thrd_num=0001 binds_to=2,3
      // affinity: host=hpc.cn567            thrd_num=0002 binds_to=4,5
      // affinity: host=hpc.cn567            thrd_num=0003 binds_to=6,7


   if(max_req_store>=BUFFER_STORE){
      printf(""Caution: Affinity string truncated.  Increase\n"");
      printf(""         BUFFER_STORE to %d\n"",max_req_store+1);
   }

   for(i=0;i<n;i++) free(buffer[i]);
   free (buffer);

   return 0;
}",
"void socket_init(int socket_num)
{
   int n_procs;

   n_procs = omp_get_place_num_procs(socket_num);
   #pragma omp parallel num_threads(n_procs) proc_bind(close)
   {
      printf(""Reporting in from socket num, thread num:  %d %d\n"", 
                                socket_num,omp_get_thread_num() );
   }
}",
